1732546644555,Bid{auction=1002, bidder=2001, price=1393677, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='wrfmui_HQ^RXa]VZNLVHLM`]fqdcyzMXYXWNdoekbyjzksbdjfxgrgQIRS^[\OXMLTbdhbwvmx'}
1732546644555,Bid{auction=1000, bidder=2001, price=206774, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='rnfUQIMVPjlmstu_PNNI\PTZL_KZVRUINmjevyxHWWPVMgmvsoo_OUXK_ve'}
1732546644555,Bid{auction=1000, bidder=2006, price=9346523, channel='channel-1814', url='https://www.nexmark.com/yevp/vzhw/elgs/item.htm?query=1&channel_id=1759510528', dateTime=2024-11-25T14:57:24.555Z, extra='aa^ZNYXcxmifigdjuxfJQV`MVW_QU\HxndrrscgpgwyZYH][\LYLaS\l'}
1732546644555,Bid{auction=1006, bidder=2001, price=1845, channel='channel-8507', url='https://www.nexmark.com/ilou/qof/m_es/item.htm?query=1&channel_id=595329024', dateTime=2024-11-25T14:57:24.555Z, extra='IeccpqlfwgdjyvfztmsckobdekpcqpyKaVNIaanlbvlWKPRQYexqvdsmfsiguidpvnbwwr'}
1732546644555,Bid{auction=1000, bidder=2001, price=362, channel='channel-3032', url='https://www.nexmark.com/gnmo/jgqh/cfu/item.htm?query=1&channel_id=466616320', dateTime=2024-11-25T14:57:24.555Z, extra='aVY[_VYWTLYP\WRQRjczqdmP_Z`[aWRaUZMZPP`KQV[[RLVcsfwgb]T`_RUMPRHM'}
1732546644555,Bid{auction=1009, bidder=2001, price=3252152, channel='channel-2929', url='https://www.nexmark.com/gbm/vmbf/ixp/item.htm?query=1&channel_id=1898971136', dateTime=2024-11-25T14:57:24.555Z, extra='yshfxhwnjeuPaI_V_utzbkwtifkvjZ[SQSZaohhepM\MLX`]MLP]QLK^'}
1732546644555,Bid{auction=1000, bidder=2005, price=13347130, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='U]M^LHnehripwpeseqaX\JVOrjhqdunsqmnfrjaueoWN\KV]`[__SUJ^TaIQwm'}
1732546644555,Bid{auction=1000, bidder=2010, price=46929646, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='`V[IH]admdrhXQPMLRggxqmmvrjsowPaRR_Wtahnqjeggxkq`^]MT_gupvxtvgnlqhSZRPL`SQZM'}
1732546644555,Bid{auction=1011, bidder=2001, price=1732, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='mekYTaPYNR^[`Q]liysnjplybxguhvrzpP`SZNVmruvfqV]LJ`MM`OS_V'}
1732546644555,Bid{auction=1000, bidder=2001, price=48120973, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='gxvex[WJXSY[IXaZXmbgulnwgtcrkIQLPMYNLQaHO\PSPV`YPQQQOaJLLULwnlcdxcejwflZ]'}
1732546644555,Bid{auction=1000, bidder=2009, price=539, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='drgstqhJXONaOISN`^XrwyeewNY_PJQR\UaTUJJ`[V[MWK\VT[RWKY\KZO^PHyfmklsbovrmpLX'}
1732546644555,Bid{auction=1005, bidder=2011, price=3435123, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='yedvrN]_OUMM\M[XPYW\MHMmtoaxa]YX[R\]MHO_WwevreggpggfcN'}
1732546644555,Bid{auction=1000, bidder=2001, price=345, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='ae[[TW`YTZSLH\yejnsdHZUOL`OK`P\VgyzxgqWaQT^aPPHWHOM]LVU^WN'}
1732546644555,Bid{auction=1000, bidder=2008, price=235, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra=']`acyhrpnR^YXSPdjblsh`IJ[\_]U]HZXgkqsfntczsmpdbuiedYK^\`_RV^X['}
1732546644555,Bid{auction=1003, bidder=2005, price=524972, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='jqW`VWR`ufbcpnZR^XQPachmrzW`ZQaMwaydomeeyogzfbcikxMXR`ORdzws'}
1732546644555,Bid{auction=1000, bidder=2000, price=1163002, channel='channel-1775', url='https://www.nexmark.com/xjbj/lgpf/al_/item.htm?query=1&channel_id=144703488', dateTime=2024-11-25T14:57:24.555Z, extra='\O^XMvjorfiUKIMUJTN`SKMM^L_`^U\VKMMakycrcajevcdW^YH_PkgsdrmSU^`WW]`_\OWeuwwisoca'}
1732546644555,Bid{auction=1017, bidder=2001, price=14524986, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='hrkT_LJRS[V\I\_H`XN]XHV]ZOXtzfwmnayrzfapgkolcLZJT^Hkpeiqn'}
1732546644555,Bid{auction=1017, bidder=2001, price=242676, channel='channel-7404', url='https://www.nexmark.com/jrnw/_lzz/wyg/item.htm?query=1&channel_id=926416896', dateTime=2024-11-25T14:57:24.555Z, extra=']VWMQRRQYRSIMHQMK`SvhtpmklzaswhWK]HNaLRTVJ`O_WOUWsgsvhtupioof^T\OL'}
1732546644555,Bid{auction=1000, bidder=2001, price=189, channel='channel-5963', url='https://www.nexmark.com/epgl/qlp/ry_y/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='cavrnkVZRWQMrnnznlnlxule\IPRU[gmctrbVQ[KJRtukcijzokgwsq'}
1732546644555,Bid{auction=1000, bidder=2001, price=5130, channel='channel-6382', url='https://www.nexmark.com/i_i/ifya/ddc/item.htm?query=1&channel_id=1998061568', dateTime=2024-11-25T14:57:24.555Z, extra='S[WSIWIaV^VSYQHX^UPTNQY[ZSHMTXZ\LHfmnxngtyvpus[^TTI`IKV_OZsqvwlvxlxwexbdaemc'}
1732546644555,Bid{auction=1000, bidder=2001, price=375245, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='TLIIvqksvpW\QIZQL[ORLTK_UR]RnpvpzfX`[Y\Xlhzzyujfkqfy[KOUZ\NHW_OTnejgycmdpq'}
1732546644555,Bid{auction=1000, bidder=2001, price=2978065, channel='channel-7969', url='https://www.nexmark.com/kmsy/gbn/bnz/item.htm?query=1&channel_id=2064121856', dateTime=2024-11-25T14:57:24.555Z, extra='iprfOLN]W\hdqfjx\]XOaQNKaRZH]X]KMHJMN^MZRN\`SRWQ^]NPXJKWKTblphwmZ^'}
1732546644555,Bid{auction=1015, bidder=2001, price=1644380, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='pklfdjaddeieztjmbjcviyreegegch\]NJP[]\RaUX\^XWSU`WVN^T^JVVYI'}
1732546644555,Bid{auction=1000, bidder=2001, price=359, channel='channel-8716', url='https://www.nexmark.com/aep/__a/_pz/item.htm?query=1&channel_id=809762816', dateTime=2024-11-25T14:57:24.555Z, extra='WWJMbrvqskPOKV^_XPHHVXmnyqvv`KIJXOSZNVKUyzxhbsHUPNJT_OVPYLaNZHOV'}
1732546644555,Bid{auction=1000, bidder=2001, price=229, channel='channel-3044', url='https://www.nexmark.com/vyt/qssb/es_/item.htm?query=1&channel_id=667942912', dateTime=2024-11-25T14:57:24.555Z, extra='HhflnfjHX`MWOfrdpallxcxxqivdysqISXK]Jlxklmckjrxtw]_^^OLsqh'}
1732546644555,Bid{auction=1000, bidder=2001, price=144, channel='channel-9481', url='https://www.nexmark.com/jmiu/idha/dbce/item.htm?query=1&channel_id=1868300288', dateTime=2024-11-25T14:57:24.555Z, extra='gfazqxwmoaP^VQX`idnxqb_NM`TQqcevnsaQNaPQUI^NK]HIZaV`kpljpbvwwhmxtrgqujtfptwgqfci'}
1732546644555,Bid{auction=1007, bidder=2001, price=16035928, channel='channel-7557', url='https://www.nexmark.com/_tcs/bpn_/rnjb/item.htm?query=1&channel_id=1581776896', dateTime=2024-11-25T14:57:24.555Z, extra='ivmsio_IIMMWOMWSa]\[\Y]azwncgvP[LRRR_Q^L^UOVTW`LM[VVMNvzgmiazpmrsfqwdyay'}
1732546644555,Bid{auction=1011, bidder=2001, price=931741, channel='channel-290', url='https://www.nexmark.com/_mo/zvnx/zvu/item.htm?query=1&channel_id=1149239296', dateTime=2024-11-25T14:57:24.555Z, extra='NJNTVOewjcficobkgcqaxnhkV]LWJ_hjsexlV_]JPVIN`W[NdutgnqZYYTaSzfcpws'}
1732546644555,Bid{auction=1000, bidder=2001, price=7407, channel='channel-4341', url='https://www.nexmark.com/toal/n_q/btp/item.htm?query=1&channel_id=1358430208', dateTime=2024-11-25T14:57:24.555Z, extra='Z\aNLUqeagzirmuicimsmhtjolleleyiaybtawzoip`LLR`NaTKOH[jblypklmwvaoSQ\`SRR'}
1732546644555,Bid{auction=1018, bidder=2001, price=220330, channel='channel-2735', url='https://www.nexmark.com/eme/tpsd/jma/item.htm?query=1&channel_id=179306496', dateTime=2024-11-25T14:57:24.555Z, extra='UZ`QH`PN^U[[YodrogeSKITXKU`LO^ZxwlkwoazmtjiSMHIHMSOPK\IejubtlyvmtedsupznvQWaYRLT'}
1732546644555,Bid{auction=1018, bidder=2001, price=725094, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='IMN]a`YW\aHKOYIQUXXQJ_UN^\T^MOMYKZTWHIYKMazfpvogztyovtIUZ]H_vlvektllwh'}
1732546644555,Bid{auction=1000, bidder=2001, price=867, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='`usnkfkZP\``K_SIURK_`OQQVIR]SM[H^NYHHU`V_aRxkrlbipljiayUO]QJQQ\'}
1732546644555,Bid{auction=1000, bidder=2001, price=397, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='xtrayvY_KL[ZsitioqQTMKW_tjsvqcUMYVNXfzwlwgvgckzmqweaeczaoois'}
1732546644555,Bid{auction=1010, bidder=2001, price=4302, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra=']^psipxvtgbictlfyxbe[JUVP\OJZ^UP[T\PYKvyjnljombsiqfwpjxt^`]NY[]^JPMUlsunrqu'}
1732546644555,Bid{auction=1000, bidder=2001, price=18460, channel='channel-8649', url='https://www.nexmark.com/gajb/ukb/mrtn/item.htm?query=1&channel_id=1820065792', dateTime=2024-11-25T14:57:24.555Z, extra='ogmvNIZU`RhvpqzhrwejunmmbaxtLHIV`^atduzz\HZ[JKYYVLYQILPN'}
1732546644555,Bid{auction=1000, bidder=2001, price=2079353, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='upcofjwppvznvstbrqSXJSPV\H^aPVkslathTLHPOTwqxshzIYYIa[OM^\J\QMOMPIqnncdnHNIX'}
1732546644555,Bid{auction=1007, bidder=2001, price=6929634, channel='channel-2299', url='https://www.nexmark.com/wzj/bow/oml/item.htm?query=1&channel_id=552599552', dateTime=2024-11-25T14:57:24.555Z, extra='[JyidyfxKQV[O\TL\[VaulmnhvXWNaWJevvshxXXIZ_Y[J__Qa\_YKW'}
1732546644555,Bid{auction=1000, bidder=2001, price=34167894, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='I\_RMI__ITKzsbakbwcpouz_WWUV_ZUTQZZckdscaLQ_QHRepigvkqugmigibstxkbamxblMUTTWNLKO'}
1732546644555,Bid{auction=1015, bidder=2001, price=1882717, channel='channel-5048', url='https://www.nexmark.com/yzo/jjb_/fwja/item.htm?query=1&channel_id=499646464', dateTime=2024-11-25T14:57:24.555Z, extra=']aPRLbrwiurjekjbanruughUUKNNOaNHQNYgcfojuKTX[VMN\]QPJJRRK\\O_]IQLvou'}
1732546644555,Bid{auction=1000, bidder=2002, price=1299179, channel='channel-4477', url='https://www.nexmark.com/_ek/ftw_/m_so/item.htm?query=1&channel_id=1098383360', dateTime=2024-11-25T14:57:24.555Z, extra='QJ\KWRVIaPuioqcmufjjwsU\[JPO]W]_NPxlvilzqwbitoxaejbmSJI]J\xlrhhp_[L`TUnbaecn'}
1732546644555,Bid{auction=1000, bidder=2001, price=4992240, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='VJhugwtv^JOLaJnouytyqgltnafefcojobwmob\MNLU]devotuqejrlilnjmaskuflma]LIaMUH'}
1732546644555,Bid{auction=1018, bidder=2001, price=12458, channel='channel-1877', url='https://www.nexmark.com/fwh/cvm_/b_s/item.htm?query=1&channel_id=1428160512', dateTime=2024-11-25T14:57:24.555Z, extra='[rzbynsVSaWaSJ]V_]ZdwdxiwRINTHX\XZHWapjtswjHZ_RH[zdocaslrjaeqeitojcfo'}
1732546644555,Bid{auction=1000, bidder=2001, price=19983, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='^LTM]`WSKVUP]_ZW`[IZtuaacmamoozryxwfczraqnzxTKTLM\S\VRZ'}
1732546644555,Bid{auction=1000, bidder=2001, price=1360, channel='channel-3687', url='https://www.nexmark.com/lvoi/ush/la_/item.htm?query=1&channel_id=428867584', dateTime=2024-11-25T14:57:24.555Z, extra='afxW^aMQM^\``\asbtcmgKaL`\^KM]_QILI_JWMWHHXVIzbnhbmdzmtofRVNLZXLHJYPNR'}
1732546644555,Bid{auction=1004, bidder=2000, price=10998, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='IU__\gwbvcgrlslobH]XTYWgrqpepavzuxwrohaebsswfzxOZIRVNN]J[UZ`RTY[SZQLW'}
1732546644555,Bid{auction=1006, bidder=2009, price=1331012, channel='channel-812', url='https://www.nexmark.com/igq/t_h/hwlv/item.htm?query=1&channel_id=884998144', dateTime=2024-11-25T14:57:24.555Z, extra='ajkwP[STWOcauuocswyzdqlzdqudVNIZ`Z[`U_\U[RN]T]dknskaanlqqys'}
1732546644555,Bid{auction=1000, bidder=2001, price=25987, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='wvjsqvtXMXZNWOSKVSOgxiqrpozfwoynsuhzuacaytc]WMaTJIUIXMNrlxglfaSOLP_]YKL'}
1732546644555,Bid{auction=1010, bidder=2001, price=1677363, channel='Google', url='https://www.nexmark.com/akqo/icil/_mfe/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='pzgugxxJ^QMIJPL\SNPVS\WSY[[_XWYHWURO]KVW`[KH[PTLHKKS^YOjrchrgxxlcvfnzuwhyLNM\H'}
1732546644555,Bid{auction=1000, bidder=2008, price=6232, channel='channel-4029', url='https://www.nexmark.com/uztb/_erz/wyyv/item.htm?query=1&channel_id=1108344832', dateTime=2024-11-25T14:57:24.555Z, extra='S_ZO_]Z^IqvochenzgewllavnqbWSVM[L^OZQVLRNTH\NaPJMKXxlr'}
1732546644555,Bid{auction=1000, bidder=2001, price=184, channel='channel-1908', url='https://www.nexmark.com/hz_/bydm/qsmt/item.htm?query=1&channel_id=786432000', dateTime=2024-11-25T14:57:24.555Z, extra='`L[TKYwwtpju^HLNVMfxwmhiKQMPIWQ^HRNXXYT_UUdgkspoctmnesXY'}
1732546644555,Bid{auction=1000, bidder=2001, price=444022, channel='channel-6620', url='https://www.nexmark.com/bpf/espb/_hv/item.htm?query=1&channel_id=999817216', dateTime=2024-11-25T14:57:24.555Z, extra='rxixtoiwfvqppgwb`XYPR^_XRYRHoudldd_VVT^L\\^HaOIRZ`L_qivdxvfd'}
1732546644555,Bid{auction=1000, bidder=2001, price=5989958, channel='channel-5688', url='https://www.nexmark.com/iomd/yqj/qubz/item.htm?query=1&channel_id=476577792', dateTime=2024-11-25T14:57:24.555Z, extra='jcbzxqnapmryqqcirzOZNR_`TWYLVMvlminpjlxoykIX_J\TqzouuzmoxexhIVIW^_QTHRVSRN'}
1732546644555,Bid{auction=1006, bidder=2001, price=94866431, channel='channel-9517', url='https://www.nexmark.com/dqv/yoht/lrd/item.htm?query=1&channel_id=1264320512', dateTime=2024-11-25T14:57:24.555Z, extra='LKPKU]`bblcgqM^KaPNOOaMNIS^[^OQ]QL^MSikyiymcrozkvffpnxa'}
1732546644555,Bid{auction=1005, bidder=2010, price=1608988, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='ojdomtvdhpbcgelWS\Ka_OaMVM[rcnrainwdkhrdeelxaJV[I[Wbsxlckxojsgyd'}
1732546644555,Bid{auction=1000, bidder=2001, price=66941, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='lzNUYJ`HX[_SM[WSKOPadkaabuyepzjca^VUOZHTZVaMygegamtuknxf'}
1732546644555,Bid{auction=1021, bidder=2001, price=97238066, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='fiqtvvWQO_TQUVKYPXfhogoiutsuqupzndptdagaicHZQ[JQmdqhaarchlefhivszm'}
1732546644555,Bid{auction=1011, bidder=2005, price=14633, channel='channel-7088', url='https://www.nexmark.com/fxhh/wytj/zbhf/item.htm?query=1&channel_id=232259584', dateTime=2024-11-25T14:57:24.555Z, extra='WM_ynntdbXN]_M`MIUOT[kwdlqvwdhzthsfxurpgplqoekeyplsVU_ISU]_\JWYV]LI_SkrgcjcT'}
1732546644555,Bid{auction=1000, bidder=2001, price=220, channel='Baidu', url='https://www.nexmark.com/nho/sty/k_w/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='nmpwqdjurpOJ[JSUZ]MOKZ_PPQQZQYRKH]aR\aKRX\R]MIblajznnceybgRV]R]Touvzbxqpizkfswshh'}
1732546644555,Bid{auction=1000, bidder=2001, price=321, channel='Facebook', url='https://www.nexmark.com/vxa/adz/tkf/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='fpdzdSTU[NQSUP[YHKXQ]POhdalmhVMXR\][V[QWV[RI]]]nuemgzekhknblektdlNNSJSJKW['}
1732546644555,Bid{auction=1001, bidder=2001, price=259600, channel='channel-6675', url='https://www.nexmark.com/g_o/wfr/dbt/item.htm?query=1&channel_id=933756928', dateTime=2024-11-25T14:57:24.555Z, extra='pbunwkbdfjfVMQIH]HaSJOKIIZUJRaglgjxovtsvcQPTSYMXJ_T_YZJJQKRQNOK]UMS[R]M\WTT]Tmt'}
1732546644555,Bid{auction=1005, bidder=2001, price=1360, channel='channel-8185', url='https://www.nexmark.com/vfx/uim/adbj/item.htm?query=1&channel_id=1611137024', dateTime=2024-11-25T14:57:24.555Z, extra='IWavnpvd_UQZNMjaliid^ZP`_MmqncergxqnclYZLK^WNPQZaSajleohrk'}
1732546644555,Bid{auction=1000, bidder=2001, price=76669, channel='Apple', url='https://www.nexmark.com/kfuq/wco/feo/item.htm?query=1', dateTime=2024-11-25T14:57:24.555Z, extra='XHYHUJIOTHM]TU`dwwyyeKHV]M]XHTZOKuqbpxuhqxvnidrphobycdidiobfoeozf'}
1732546644555,Bid{auction=1000, bidder=2001, price=802, channel='channel-3743', url='https://www.nexmark.com/iwa/tewp/bvnn/item.htm?query=1&channel_id=110100480', dateTime=2024-11-25T14:57:24.555Z, extra='PLQIIOKPKHStiraecXQJPSOOZ[ZaPkcihew]LJTJIeccpqlfwgdjyvfztmsckobd'}
